valid,1

"SPEC 2021 Tiny Result"

"Full Results Table"

Benchmark,"Base # Ranks ","Base Threads per Rank","Base Pmodel","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks ","Peak Threads per Rank","Peak Pmodel","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
505.lbm_t,64,1,MPI,1249.61329,1.800557,0,S,,,,,,,,"ref iteration #1"
505.lbm_t,64,1,MPI,1253.009666,1.795676,1,S,,,,,,,,"ref iteration #2"
513.soma_t,64,1,MPI,1872.020457,1.976474,1,S,,,,,,,,"ref iteration #1"
513.soma_t,64,1,MPI,1871.981183,1.976516,0,S,,,,,,,,"ref iteration #2"
518.tealeaf_t,64,1,MPI,1024.245871,1.610941,0,S,,,,,,,,"ref iteration #1"
518.tealeaf_t,64,1,MPI,1042.748452,1.582357,1,S,,,,,,,,"ref iteration #2"
519.clvleaf_t,64,1,MPI,941.733442,1.752088,1,S,,,,,,,,"ref iteration #1"
519.clvleaf_t,64,1,MPI,941.411453,1.752687,0,S,,,,,,,,"ref iteration #2"
521.miniswp_t,64,1,MPI,1021.527957,1.566281,1,S,,,,,,,,"ref iteration #1"
521.miniswp_t,64,1,MPI,1021.341029,1.566568,0,S,,,,,,,,"ref iteration #2"
528.pot3d_t,64,1,MPI,1370.380642,1.550664,1,S,,,,,,,,"ref iteration #1"
528.pot3d_t,64,1,MPI,1366.030883,1.555602,0,S,,,,,,,,"ref iteration #2"
532.sph_exa_t,64,1,MPI,1600.951306,1.218026,0,S,,,,,,,,"ref iteration #1"
532.sph_exa_t,64,1,MPI,1603.280844,1.216256,1,S,,,,,,,,"ref iteration #2"
534.hpgmgfv_t,64,1,MPI,1042.242003,1.127377,0,S,,,,,,,,"ref iteration #1"
534.hpgmgfv_t,64,1,MPI,1050.882133,1.118108,1,S,,,,,,,,"ref iteration #2"
535.weather_t,64,1,MPI,1474.993644,2.18645,1,S,,,,,,,,"ref iteration #1"
535.weather_t,64,1,MPI,1474.295761,2.187485,0,S,,,,,,,,"ref iteration #2"

"Selected Results Table"

Benchmark,"Base # Ranks ","Base Threads per Rank","Base Pmodel","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks ","Peak Threads per Rank","Peak Pmodel","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
505.lbm_t,64,1,MPI,1253.009666,1.795676,1,S,,,,,NR,"SelectedIteration (base #2; peak NR)"
513.soma_t,64,1,MPI,1872.020457,1.976474,1,S,,,,,NR,"SelectedIteration (base #1; peak NR)"
518.tealeaf_t,64,1,MPI,1042.748452,1.582357,1,S,,,,,NR,"SelectedIteration (base #2; peak NR)"
519.clvleaf_t,64,1,MPI,941.733442,1.752088,1,S,,,,,NR,"SelectedIteration (base #1; peak NR)"
521.miniswp_t,64,1,MPI,1021.527957,1.566281,1,S,,,,,NR,"SelectedIteration (base #1; peak NR)"
528.pot3d_t,64,1,MPI,1370.380642,1.550664,1,S,,,,,NR,"SelectedIteration (base #1; peak NR)"
532.sph_exa_t,64,1,MPI,1603.280844,1.216256,1,S,,,,,NR,"SelectedIteration (base #2; peak NR)"
534.hpgmgfv_t,64,1,MPI,1050.882133,1.118108,1,S,,,,,NR,"SelectedIteration (base #2; peak NR)"
535.weather_t,64,1,MPI,1474.993644,2.18645,1,S,,,,,NR,"SelectedIteration (base #1; peak NR)"

SPEChpc2021_tny_base,1.605961,,,,1.605961
SPEChpc2021_tny_peak,"Not Run",,,,,,,,,,,"Not Run"

"Run number:",003
"runhpc command:","/home/br-spollard/SPEChpc/bin/harness/runhpc --rebuild --config=hpe_cpe_gnu_1.cfg --ranks=64 --reportable --output_format=all --output_root=/home/br-spollard/benchmarks/tiny/tiny_gnu_64 --iterations=2 tiny"
"output root:",/home/br-spollard/benchmarks/tiny/tiny_gnu_64

"System Vendor:",Cray
"System Name:","Isambard 2: XC50 (ThunderX2)"
"Date tested:",Jun-2022
"hpc2021 License:",?
"Test sponsor:","University of Bristol"
"Tested by:","University of Bristol"
"Hardware avail:",May-2018
"Software avail:",Mar-2020


"Node Description: ThunderX2"

HARDWARE

"Number of nodes",1
"Uses of the node",Compute
Vendor,N/A
Model,N/A
"CPU Name","Marvell ThunderX2 CN9980"
"CPU(s) orderable",N/A
"Chips enabled",2
"Cores enabled",64
"Cores per chip",32
"Threads per core",4
"CPU Characteristics","Permanent turbo to 2.5 GHz"
"CPU MHz",2100
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","256 KB I+D on chip per core"
"L3 Cache","32 MB I+D on chip per chip"
,"0.5 MB shared / 64 cores"
"Other Cache",None
Memory,"256 GB (8 x 32 GB)"
"Disk Subsystem",--
"Other Hardware",None
"Accel Count",N/A
"Accel Model",N/A
"Accel Vendor",N/A
"Accel Type",N/A
"Accel Connection",N/A
"Accel ECC enabled",N/A
"Accel Description",N/A
Adapter,None
"Number of Adapters",0
"Slot Type",None
"Data Rate",None
"Ports Used",0
"Interconnect Type",None

SOFTWARE

"Accelerator Driver",--
Adapter,None
"Adapter Driver",None
"Adapter Firmware",None
"Operating System","SUSE Linux Enterprise Server 15 SP1"
,"Linux 4.12.14-197.7_5.0.99-cray_ari_s"
"Local File System",xfs
"Shared File System",None
"System State","Multi-user, run level 3"
"Other Software",None


"Interconnect Description: Cray Aries"

HARDWARE

Vendor,Cray
Model,N/A
"Switch Model",N/A
,N/A
"Number of Switches",N/A
"Number of Ports",N/A
"Data Rate","14 Gb/s"
Firmware,N/A
Topology,Dragonfly
"Primary Use","MPI Traffic"

SOFTWARE

,--


"BENCHMARK DETAILS"

"Type of System",SMP
"Compute Nodes Used",1
"Total Chips",2
"Total Cores",64
"Total Threads",256
"Total Memory","256 GB"
"Max. Peak Threads",--
Compiler,"HPE Cray Programming Environment (CPE),"
,"C/C++/Fortran: GCC Version 9.3.0"
"MPI Library","HPE Cray Programming Environment (CPE),"
,"Cray-mvapich2 Version 2.3.6"
"Other MPI Info",--
"Other Software",--
"Base Parallel Model",MPI
"Base Ranks Run",64
"Base Threads Run",1
"Peak Parallel Models","Not Run"
"Minimum Peak Ranks",--
"Maximum Peak Ranks",--
"Max. Peak Threads",--
"Min. Peak Threads",--

"Submit Notes"

"The config file option 'submit' was used."

"Compiler Version Notes"

==============================================================================
" FC  519.clvleaf_t(base) 528.pot3d_t(base) 535.weather_t(base)
"
------------------------------------------------------------------------------
"GNU Fortran (GCC) 9.3.0 20200312 (Cray Inc.)"
"Copyright (C) 2019 Free Software Foundation, Inc."
"This is free software; see the source for copying conditions.  There is NO"
"warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE."
------------------------------------------------------------------------------

==============================================================================
" CXXC 532.sph_exa_t(base)
"
------------------------------------------------------------------------------
"g++ (GCC) 9.3.0 20200312 (Cray Inc.)"
"Copyright (C) 2019 Free Software Foundation, Inc."
"This is free software; see the source for copying conditions.  There is NO"
"warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE."
------------------------------------------------------------------------------

==============================================================================
" CC  505.lbm_t(base) 513.soma_t(base) 518.tealeaf_t(base) 521.miniswp_t(base)"
"      534.hpgmgfv_t(base)"
------------------------------------------------------------------------------
"gcc (GCC) 9.3.0 20200312 (Cray Inc.)"
"Copyright (C) 2019 Free Software Foundation, Inc."
"This is free software; see the source for copying conditions.  There is NO"
"warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE."
------------------------------------------------------------------------------

"Base Runtime Environment"
505.lbm_t," No flags used"
513.soma_t," No flags used"
518.tealeaf_t," No flags used"
519.clvleaf_t," No flags used"
521.miniswp_t," No flags used"
528.pot3d_t," No flags used"
532.sph_exa_t," No flags used"
534.hpgmgfv_t," No flags used"
535.weather_t," No flags used"

"Base Compiler Invocation"
505.lbm_t," cc"," cc"
513.soma_t," cc"," cc"
518.tealeaf_t," cc"," cc"
519.clvleaf_t," ftn"," ftn"
521.miniswp_t," cc"," cc"
528.pot3d_t," ftn"," ftn"
532.sph_exa_t," CC"," CC"
534.hpgmgfv_t," cc"," cc"
535.weather_t," ftn"," ftn"

"Base Portability Flags"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
532.sph_exa_t
534.hpgmgfv_t
535.weather_t

"Base Optimization Flags"
505.lbm_t," -Ofast"
513.soma_t," -Ofast"
518.tealeaf_t," -Ofast"
519.clvleaf_t," -Ofast"
521.miniswp_t," -Ofast"
528.pot3d_t," -Ofast"
532.sph_exa_t," -Ofast"
534.hpgmgfv_t," -Ofast"
535.weather_t," -Ofast"

"Base Other Flags"
505.lbm_t," No flags used"
513.soma_t," No flags used"
518.tealeaf_t," No flags used"
519.clvleaf_t," No flags used"
521.miniswp_t," No flags used"
528.pot3d_t," No flags used"
532.sph_exa_t," No flags used"
534.hpgmgfv_t," No flags used"
535.weather_t," No flags used"

"Base Forbidden Flags"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
532.sph_exa_t
534.hpgmgfv_t
535.weather_t

"Base Unknown Flags"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
532.sph_exa_t
534.hpgmgfv_t
535.weather_t

"Peak Runtime Environment"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
532.sph_exa_t
534.hpgmgfv_t
535.weather_t

"Peak Compiler Invocation"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
532.sph_exa_t
534.hpgmgfv_t
535.weather_t

"Peak Portability Flags"
505.lbm_t
513.soma_t
518.tealeaf_t
519.clvleaf_t
521.miniswp_t
528.pot3d_t
